iter	RMSE
227	0.07153995082
228	0.07150340082
229	0.07145221355
230	0.07140848742
231	0.07135925947
232	0.07132827008
233	0.07129842079
234	0.07126861727
235	0.07123519327
236	0.07120668674
237	0.07117882393
238	0.07114739584
239	0.07111736791
240	0.07108217424
241	0.07104104391
242	0.07101357284
243	0.07098898356
244	0.07093519758
245	0.07090892568
246	0.07087221944
247	0.070829211
248	0.07080582119
249	0.07076938336
250	0.07074380466
251	0.07071321735
252	0.07067526553
253	0.07063548131
254	0.07061640462
255	0.07058170329
256	0.07055759137
257	0.07050212395
258	0.07047854413
259	0.07042501827
260	0.07040775073
261	0.07036979536
262	0.07034127029
263	0.07031193369
264	0.07028958777
265	0.07026775306
266	0.07025107021
267	0.07023479087
268	0.07020192881
269	0.07016323446
270	0.07012747015
271	0.07007589446
272	0.07004266433
273	0.07000625307
274	0.06998590937
275	0.06996410184
276	0.06994452618
277	0.06991084806
278	0.06989178621
279	0.06984019742
280	0.069807021
281	0.06978602357
282	0.06975137459
283	0.06972176755
284	0.069689803
285	0.06967564933
286	0.06965292935
287	0.06960255106
288	0.06955523259
289	0.06953462777
290	0.06951674561
291	0.06950306665
292	0.06948577014
293	0.06945716464
294	0.0694093162
295	0.06937645099
296	0.06933001651
297	0.06931305354
298	0.06928155648
299	0.06926495939
300	0.0692487431
301	0.06922418296
302	0.06918478854
303	0.06916912105
304	0.06913048942
305	0.06911251291
306	0.06909758002
307	0.06908548205
308	0.06905218109
309	0.06902666727
310	0.06899100309
311	0.06897440993
312	0.06893807277
313	0.06892704874
314	0.06891557627
315	0.0688709549
316	0.06883396182
317	0.06880426703
318	0.06879000229
319	0.06877895518
320	0.06873851557
321	0.06871232172
322	0.06868028517
323	0.06866948043
324	0.06864607768
325	0.06863266705
326	0.06861139407
327	0.06857307377
328	0.06854425521
329	0.06850375756
330	0.06849069353
331	0.06847764418
332	0.06846502513
333	0.06845542528
334	0.0684361411
335	0.06841706846
336	0.068407803
337	0.06839045996
338	0.06837086594
339	0.06834422033
340	0.06830744962
341	0.06829545794
342	0.06827347523
343	0.06824802057
344	0.06823143074
345	0.06821557746
346	0.06819192205
347	0.06815685217
348	0.06811099988
349	0.06809284737
350	0.06807667417
351	0.06805858578
352	0.06804710605
353	0.06802289156
354	0.06800201255
355	0.06798321074
356	0.06795905232
357	0.06794795075
358	0.06792665155
359	0.06790162654
360	0.06789046369
361	0.06786561054
362	0.06785803715
363	0.06782596673
364	0.06780405254
365	0.06778589155
366	0.06775559439
367	0.06772968452
368	0.06769498154
369	0.06764802903
370	0.0676385446
371	0.06762928727
372	0.06760485849
373	0.06758217109
374	0.06757022803
375	0.06756278604
376	0.06755402218
377	0.06754141635
378	0.06752899158
379	0.06748406164
380	0.06746706759
381	0.06743974874
382	0.06741586534
383	0.06740588078
384	0.06737862978
385	0.06736884258
386	0.06735704228
387	0.06732440942
388	0.06730322985
389	0.06729698983
390	0.06724038741
391	0.06721955238
392	0.0671979028
393	0.06718895461
394	0.06718097923
395	0.06716701428
396	0.06715474383
397	0.06712961813
398	0.06711466415
399	0.0671004705
400	0.06706795662
401	0.06704903482
402	0.06703975324
403	0.06702488793
404	0.06699863923
405	0.06698525834
406	0.06696777656
407	0.0669564846
408	0.06693635625
409	0.06690763561
410	0.06689394569
411	0.06687792205
412	0.0668255356
413	0.06681066887
414	0.06679883796
415	0.06678930617
416	0.06676797753
417	0.06672854724
418	0.06671111395
419	0.06670665787
420	0.06667953921
421	0.06666725482
422	0.06665824626
423	0.0666499929
424	0.06664252835
425	0.06662324555
426	0.06660706214
427	0.06659942322
428	0.06658284691
429	0.06656265848
430	0.06654877847
431	0.06652124393
432	0.06649238548
433	0.06648355601
434	0.06645724949
435	0.06640868399
436	0.06639719844
437	0.06638663596
438	0.0663661969
439	0.06634617061
440	0.06632890906
441	0.06632344964
442	0.06630285579
443	0.06629501865
444	0.0662701714
445	0.0662546691
446	0.06624090818
447	0.06622381904
448	0.06621769649
449	0.06620882268
450	0.06619634883
451	0.06617634454
452	0.06616303568
453	0.06615035573
454	0.06613021415
455	0.06612214076
456	0.06610208932
457	0.06606850568
458	0.06606168243
459	0.06605272517
460	0.06604616846
461	0.06603804571
462	0.06601712068
463	0.06600463197
464	0.06599829381
465	0.06598520771
466	0.0659663286
467	0.06594600801
468	0.06592733075
469	0.06591109062
470	0.06589219719
471	0.06587352604
472	0.06586307242
473	0.06583995129
474	0.06582603935
475	0.06581689126
476	0.06580849627
477	0.0657967733
478	0.06575594368
479	0.06573854715
480	0.06572612772
481	0.06570736781
482	0.06568343122
483	0.06566322619
484	0.06565007542
485	0.0656437497
486	0.06563797069
487	0.06560326135
488	0.06557875513
489	0.06556864154
490	0.06555629587
491	0.06554382071
492	0.06552069448
493	0.06550092019
494	0.06549382604
495	0.06547554842
496	0.06546675197
497	0.06544936384
498	0.06544108917
499	0.06543375284
500	0.06541648406
501	0.0653990771
502	0.06539199121
503	0.06538051527
504	0.06535280822
505	0.06534132143
506	0.06532203542
507	0.0652923079
508	0.0652792488
509	0.06525886181
510	0.06524334343
511	0.06521886508
512	0.0651948289
513	0.06518061931
514	0.06517528299
515	0.06516839864
516	0.06515735578
517	0.06515255154
518	0.06514364299
519	0.06513303521
520	0.06512015028
521	0.06511408003
522	0.06510699677
523	0.06509884084
524	0.06508865209
525	0.06507096157
526	0.06504785792
527	0.06503573817
528	0.06501461105
529	0.06501003127
530	0.06498147592
531	0.06497310575
532	0.06495845001
533	0.0649511803
534	0.0649462609
535	0.06493626402
536	0.06492582698
537	0.06488868519
538	0.06487852895
539	0.06485913552
540	0.06483713493
541	0.06482269148
542	0.06480385772
543	0.06479697819
544	0.0647926228
545	0.06478855343
546	0.06477126698
547	0.06475315909
548	0.0647323647
549	0.06472271019
550	0.06471135169
551	0.06468253197
552	0.06467590353
553	0.06466248551
554	0.06465266632
555	0.06463379747
556	0.06462888012
557	0.06461443589
558	0.06459786565
559	0.06458644642
560	0.06458267132
561	0.06457813503
562	0.06457133513
563	0.06456699009
564	0.06456299391
565	0.06455458555
566	0.06455138407
567	0.06453217375
568	0.06450538964
569	0.06449457841
570	0.06448648449
571	0.06448267647
572	0.06444907367
573	0.0644254493
574	0.06441363311
575	0.06440103434
576	0.06439493781
577	0.06438550887
578	0.06437359385
579	0.0643663556
580	0.06435672251
581	0.06434444439
582	0.06433640497
583	0.06432665607
584	0.06431727463
585	0.06430827614
586	0.06430125099
587	0.06428480479
588	0.06427273226
589	0.06426200456
590	0.06425672601
591	0.06424871121
592	0.06423752305
593	0.06423129001
594	0.06421992208
595	0.06421317206
596	0.06420602802
597	0.06418594748
598	0.06417996965
599	0.06417497268
600	0.0641718421
601	0.06415831428
602	0.06415463647
603	0.06414617284
604	0.06411428377
605	0.06410695822
606	0.06410389871
607	0.06408569257
608	0.0640768759
609	0.06406967573
610	0.06406612102
611	0.06405794941
612	0.06405446698
613	0.06404175715
614	0.06402607668
615	0.06401775081
616	0.06401079948
617	0.06399556512
618	0.0639801414
619	0.06397411848
620	0.06397110491
621	0.06395626283
622	0.06394556544
623	0.06393147622
624	0.06389792413
625	0.06389463336
626	0.06388505267
627	0.06386423988
628	0.06385291868
629	0.06383543404
630	0.06382113773
631	0.06381425303
632	0.06380660547
633	0.06380117064
634	0.0637889191
635	0.0637800227
636	0.06376863477
637	0.06376484761
638	0.06376009486
639	0.06375685027
640	0.06375261334
641	0.06374142841
642	0.06374130961
643	0.06373864092
644	0.06372794026
645	0.06371759727
646	0.06367959742
647	0.06366280018
648	0.0636603666
649	0.06365238669
650	0.0636437338
651	0.06362697746
652	0.06360395352
653	0.06357636642
654	0.06357308268
655	0.06355065124
656	0.06354527464
657	0.06353988506
658	0.0635353457
659	0.06351699042
660	0.06351183995
661	0.06349645297
662	0.06349056541
663	0.06347989308
664	0.06347584863
665	0.06347019958
666	0.06345929096
667	0.06344818571
668	0.06342813815
669	0.06339868105
670	0.06338326413
671	0.06337475461
672	0.06336490014
673	0.06335291151
674	0.06334487606
675	0.06333265575
676	0.06332288184
677	0.06331892161
678	0.06331533356
679	0.06331227465
680	0.06330331584
681	0.06329560556
682	0.06329441534
683	0.06329062637
684	0.06328710382
685	0.06328345812
686	0.06327184931
687	0.06324715306
688	0.06322894943
689	0.06322090703
690	0.06321224663
691	0.06319770563
692	0.06318663065
693	0.06317066868
694	0.06316663392
695	0.06316282579
696	0.0631505723
697	0.06313951059
698	0.06313173935
699	0.06312676813
700	0.06311769659
701	0.06310411493
702	0.06309449392
703	0.06308927506
704	0.06308669093
705	0.06307412041
706	0.06306072785
707	0.06305813884
708	0.06303515287
709	0.06302225252
710	0.06301009359
711	0.06300944399
712	0.06299999423
713	0.06299034992
714	0.06296845413
715	0.06296518677
716	0.06295803163
717	0.06294512127
718	0.06293639338
719	0.06292383143
720	0.06291574327
721	0.06291234951
722	0.06291034929
723	0.06290701028
724	0.06290228477
725	0.06289995974
726	0.0628931755
727	0.06288842766
728	0.06287970467
729	0.06287457747
730	0.06285251116
731	0.06284124038
732	0.06283930504
733	0.06282873713
734	0.06282089245
735	0.06280876062
736	0.06280621269
737	0.06279614523
738	0.06278866604
739	0.06278587436
740	0.0627780399
741	0.06276930087
742	0.06276370261
743	0.06275921323
744	0.06275133414
745	0.06274626638
746	0.06272559826
747	0.06271699731
748	0.0627098095
749	0.06270342415
750	0.06269023986
751	0.06268437434
752	0.06268241072
753	0.06268004446
754	0.06267789572
755	0.06267617634
756	0.06265699742
757	0.06264360122
758	0.06263569847
759	0.06262808613
760	0.06261966177
761	0.06261777001
762	0.06259827133
763	0.06259372157
764	0.06258536284
765	0.06256916392
766	0.06256286403
767	0.06256089235
768	0.06255817816
769	0.06255504332
770	0.06254913311
771	0.06253532574
772	0.06251680509
773	0.06250699812
774	0.06249419683
775	0.06248826799
776	0.06247801216
777	0.06247191966
778	0.06246117271
779	0.06243906905
780	0.06243047313
781	0.06242341086
782	0.06241849291
783	0.06240657974
784	0.06240120403
785	0.06239227319
786	0.06238938565
787	0.06237449405
788	0.06237168915
789	0.06235453803
790	0.06234937418
791	0.06234295176
792	0.0623351814
793	0.06232669553
794	0.06232173941
795	0.06230497144
796	0.06230139112
797	0.06229824112
798	0.06229704811
799	0.0622877392
800	0.06227955114
801	0.06227226464
802	0.06226617294
803	0.0622587709
804	0.06225664078
805	0.06225108739
806	0.06224594933
807	0.0622393082
808	0.06222947702
809	0.06221724034
810	0.06221082538
811	0.06220659735
812	0.06219296516
813	0.06218902086
814	0.06218724621
815	0.06218078384
816	0.06217429992
817	0.0621580737
818	0.06215436854
819	0.06214702959
820	0.06213759524
821	0.06213041921
822	0.06211981371
823	0.06211074302
824	0.0620999024
825	0.06208316246
826	0.06207328457
827	0.0620707771
828	0.06206073249
829	0.06205793836
830	0.06205231713
831	0.06203237808
832	0.06202357668
833	0.06201340838
834	0.06200307651
835	0.06199915756
836	0.06199432397
837	0.0619875817
838	0.06198246802
839	0.06197894388
840	0.06197528961
841	0.06196581918
842	0.06195900703
843	0.06195068992
844	0.06194826754
845	0.06194654845
846	0.06194173633
847	0.06193568415
848	0.06192200028
849	0.0619148064
850	0.06190854085
851	0.06190308709
852	0.0618984822
853	0.06189273017
854	0.06187067984
855	0.06186762687
856	0.06185857336
857	0.06185620293
858	0.06183529295
859	0.06182910527
860	0.06181974943
861	0.06180572636
862	0.06179972057
863	0.06179169884
864	0.06178620444
865	0.06176092823
866	0.06175430142
867	0.06174679995
868	0.06173911595
869	0.06172320371
870	0.06171732973
871	0.06170205933
872	0.06168878597
873	0.06168254949
874	0.06168005362
875	0.06167582724
876	0.06167372067
877	0.06166589343
878	0.06165634494
879	0.06165247512
880	0.06164540911
881	0.06163267831
882	0.06162838712
883	0.06162646762
884	0.06162509921
885	0.06161847681
886	0.06161207458
887	0.06159981047
888	0.06159721355
889	0.06158795907
890	0.0615832118
891	0.06158188823
892	0.06157556639
893	0.06156509239
894	0.06155977304
895	0.06155391037
896	0.06154881377
897	0.06154229872
898	0.06153173641
899	0.0615213507
900	0.06151524768
901	0.06150929111
902	0.06150340591
903	0.06150329173
904	0.06149856214
905	0.06149492303
906	0.06149376744
907	0.06148470848
908	0.06148032185
909	0.06147842678
910	0.06147183832
911	0.06146577853
912	0.06145577983
913	0.06144941843
914	0.06144758839
915	0.06144650012
916	0.06144078267
917	0.06143564425
918	0.06143555314
919	0.06142668757
920	0.0614188253
921	0.06141282578
922	0.0614102872
923	0.06140638726
924	0.0614020436
925	0.06139971046
926	0.06139795659
927	0.06139614002
928	0.06139067121
929	0.06138162556
930	0.06136869271
931	0.0613644813
932	0.0613576692
933	0.06135333669
934	0.06135216573
935	0.06134911946
936	0.06134501154
937	0.06134217174
938	0.06133825812
939	0.06132871299
940	0.06132041949
941	0.06131486267
942	0.06130498802
943	0.06129961909
944	0.06129367921
945	0.0612858047
946	0.06128109265
947	0.06127704831
948	0.06126523004
949	0.06125374727
950	0.06125153281
951	0.06124162308
952	0.06122604538
953	0.06122274845
954	0.06121866159
955	0.06121593548
956	0.0612158562
957	0.06120769333
958	0.06120763435
959	0.06120414376
960	0.06119596536
961	0.06119485193
962	0.06119077107
963	0.06118877248
964	0.06117746367
965	0.06117018223
966	0.0611645944
967	0.06115555714
968	0.06115402942
969	0.06114289089
970	0.06114174764
971	0.06113944067
972	0.061138094
973	0.06112631197
974	0.06112003945
975	0.06111570649
976	0.06111110827
977	0.06110128009
978	0.06109054001
979	0.06108330876
980	0.061078759
981	0.06107352346
982	0.06106904816
983	0.06106467608
984	0.06106320199
985	0.06105944432
986	0.06105744534
987	0.06105298689
988	0.06105068044
989	0.0610412919
990	0.06103824403
991	0.06103823401
992	0.0610277888
993	0.0610252928
994	0.06102253343
995	0.06102011054
996	0.06101536977
997	0.06101337631
998	0.06100967506
999	0.06099639266
